year,areakm,municipality,geocode_ibge,state
2021,268.7929503822225,Pedra Branca do Amapari,1600154,Amapá
2022,272.1306846891667,Pedra Branca do Amapari,1600154,Amapá
2007,343.62572741536803,Porto Grande,1600535,Amapá
2008,358.06002706900443,Porto Grande,1600535,Amapá
2009,362.69221514179816,Porto Grande,1600535,Amapá
2010,364.41693353883187,Porto Grande,1600535,Amapá
2011,366.9460253227195,Porto Grande,1600535,Amapá
2012,369.650303501323,Porto Grande,1600535,Amapá
2013,371.516199409792,Porto Grande,1600535,Amapá
2014,373.9653460740269,Porto Grande,1600535,Amapá
2015,374.5974550067116,Porto Grande,1600535,Amapá
2016,375.3980728944855,Porto Grande,1600535,Amapá
2017,378.41567458156237,Porto Grande,1600535,Amapá
2018,379.4861563219056,Porto Grande,1600535,Amapá
2019,382.2299330090543,Porto Grande,1600535,Amapá
2020,382.8223702593585,Porto Grande,1600535,Amapá
2021,385.0664022337268,Porto Grande,1600535,Amapá
2022,385.67849252191553,Porto Grande,1600535,Amapá
2007,61.40461918673166,Pracuúba,1600550,Amapá
2008,66.51073994144151,Pracuúba,1600550,Amapá
2009,68.90759036605567,Pracuúba,1600550,Amapá
2010,72.35704914392548,Pracuúba,1600550,Amapá
2011,73.01749705471111,Pracuúba,1600550,Amapá
2012,73.01749705471111,Pracuúba,1600550,Amapá
2013,75.111555990082,Pracuúba,1600550,Amapá
2014,76.11018327368092,Pracuúba,1600550,Amapá
2015,76.96652335067613,Pracuúba,1600550,Amapá
2016,77.20354329324229,Pracuúba,1600550,Amapá
2017,77.38396954309604,Pracuúba,1600550,Amapá
2018,77.56963520266326,Pracuúba,1600550,Amapá
2019,78.85339241280388,Pracuúba,1600550,Amapá
2020,79.49318639811602,Pracuúba,1600550,Amapá
2021,79.71019741996811,Pracuúba,1600550,Amapá
2022,79.71019741996811,Pracuúba,1600550,Amapá
2007,63.276036911003324,Santana,1600600,Amapá
2008,68.24350872177578,Santana,1600600,Amapá
2009,68.43413937995253,Santana,1600600,Amapá
2010,68.74083263364179,Santana,1600600,Amapá
2011,68.8388784438025,Santana,1600600,Amapá
2012,69.03001818552617,Santana,1600600,Amapá
2013,69.19123114634515,Santana,1600600,Amapá
2014,69.67418438375418,Santana,1600600,Amapá
2015,69.67418438375418,Santana,1600600,Amapá
2016,69.92419045182072,Santana,1600600,Amapá
2017,70.14397067152376,Santana,1600600,Amapá
2018,70.68350383711376,Santana,1600600,Amapá
2019,70.76808693259139,Santana,1600600,Amapá
2020,71.11576852262476,Santana,1600600,Amapá
2021,71.24559596830301,Santana,1600600,Amapá
2022,71.2530063323921,Santana,1600600,Amapá
2007,61.2216784067873,Serra do Navio,1600055,Amapá
2008,61.53779013660594,Serra do Navio,1600055,Amapá
2009,62.03577352206682,Serra do Navio,1600055,Amapá
2010,62.183504774254104,Serra do Navio,1600055,Amapá
2011,62.26097701060482,Serra do Navio,1600055,Amapá
2012,62.26097701060482,Serra do Navio,1600055,Amapá
2013,62.528146141694265,Serra do Navio,1600055,Amapá
2014,62.96167083900128,Serra do Navio,1600055,Amapá
2015,63.04592444625864,Serra do Navio,1600055,Amapá
2016,63.13290960311974,Serra do Navio,1600055,Amapá
2017,63.201964560989815,Serra do Navio,1600055,Amapá
2018,63.380022320508374,Serra do Navio,1600055,Amapá
2019,63.87961301706512,Serra do Navio,1600055,Amapá
2020,63.959463824178044,Serra do Navio,1600055,Amapá
2021,64.3058797782555,Serra do Navio,1600055,Amapá
2022,64.47769439976598,Serra do Navio,1600055,Amapá
2007,269.9210572933919,Tartarugalzinho,1600709,Amapá
2008,283.6376267747723,Tartarugalzinho,1600709,Amapá
2009,289.69382729671287,Tartarugalzinho,1600709,Amapá
2010,301.5446973483998,Tartarugalzinho,1600709,Amapá
2011,303.66138352503896,Tartarugalzinho,1600709,Amapá
2012,304.3431321116539,Tartarugalzinho,1600709,Amapá
2013,308.3860766407491,Tartarugalzinho,1600709,Amapá
2014,310.6508664239573,Tartarugalzinho,1600709,Amapá
2015,313.53887793679337,Tartarugalzinho,1600709,Amapá
2016,314.64336220794684,Tartarugalzinho,1600709,Amapá
2017,317.0518374306953,Tartarugalzinho,1600709,Amapá
2018,318.7386670231558,Tartarugalzinho,1600709,Amapá
2019,324.63165308853803,Tartarugalzinho,1600709,Amapá
2020,326.0125866837164,Tartarugalzinho,1600709,Amapá
2021,326.8887361833368,Tartarugalzinho,1600709,Amapá
2022,327.05335696490135,Tartarugalzinho,1600709,Amapá
2007,196.56255219561754,Vitória do Jari,1600808,Amapá
2008,197.89534806816565,Vitória do Jari,1600808,Amapá
2009,199.72503864961848,Vitória do Jari,1600808,Amapá
2010,206.14407791497288,Vitória do Jari,1600808,Amapá
2011,207.24815209455184,Vitória do Jari,1600808,Amapá
2012,208.21490104114753,Vitória do Jari,1600808,Amapá
2013,208.90421080590224,Vitória do Jari,1600808,Amapá
2014,209.5454290056314,Vitória do Jari,1600808,Amapá
2015,209.93779014764357,Vitória do Jari,1600808,Amapá
2016,211.26795346005733,Vitória do Jari,1600808,Amapá
2017,212.36586013966834,Vitória do Jari,1600808,Amapá
2018,213.7944306611177,Vitória do Jari,1600808,Amapá
2019,214.2989737142388,Vitória do Jari,1600808,Amapá
2020,215.42667983453813,Vitória do Jari,1600808,Amapá
2021,218.14687657445117,Vitória do Jari,1600808,Amapá
2022,218.6583906392181,Vitória do Jari,1600808,Amapá
2007,303.48915995049265,Alvarães,1300029,Amazonas
2008,313.9746455395943,Alvarães,1300029,Amazonas
2009,315.9902549472202,Alvarães,1300029,Amazonas
2010,322.5638640627586,Alvarães,1300029,Amazonas
2011,324.9081833246272,Alvarães,1300029,Amazonas
2012,325.64665968853205,Alvarães,1300029,Amazonas
2013,326.4380851091692,Alvarães,1300029,Amazonas
2014,332.7587121070749,Alvarães,1300029,Amazonas
2015,333.3726711504686,Alvarães,1300029,Amazonas
2016,337.3274120073942,Alvarães,1300029,Amazonas
2017,341.50359117090585,Alvarães,1300029,Amazonas
2018,346.911948759193,Alvarães,1300029,Amazonas
2019,349.7122286386818,Alvarães,1300029,Amazonas
2020,355.0729939271867,Alvarães,1300029,Amazonas
2021,362.4890012555179,Alvarães,1300029,Amazonas
2022,363.90560983476877,Alvarães,1300029,Amazonas
2007,107.14050423133455,Amaturá,1300060,Amazonas
2008,107.24778606961594,Amaturá,1300060,Amazonas
2009,108.16737838202302,Amaturá,1300060,Amazonas
2010,109.11803984587199,Amaturá,1300060,Amazonas
2011,110.62445479420069,Amaturá,1300060,Amazonas
2012,110.81877551355657,Amaturá,1300060,Amazonas
2013,110.81877551355657,Amaturá,1300060,Amazonas
2014,110.81877551355657,Amaturá,1300060,Amazonas
2015,111.40069171502776,Amaturá,1300060,Amazonas
2016,111.63227264293936,Amaturá,1300060,Amazonas
2017,112.21248818416004,Amaturá,1300060,Amazonas
2018,112.6066804914567,Amaturá,1300060,Amazonas
2019,112.6066804914567,Amaturá,1300060,Amazonas
2020,112.76238389861759,Amaturá,1300060,Amazonas
2021,113.29321582323054,Amaturá,1300060,Amazonas
2022,113.3652405928145,Amaturá,1300060,Amazonas
2007,191.4946784594884,Anamã,1300086,Amazonas
2008,191.5622722542782,Anamã,1300086,Amazonas
2009,192.76606050794788,Anamã,1300086,Amazonas
2010,195.30236886234127,Anamã,1300086,Amazonas
2011,196.17426663243845,Anamã,1300086,Amazonas
2012,196.8212743745244,Anamã,1300086,Amazonas
2013,197.53865933465343,Anamã,1300086,Amazonas
2014,198.08428071470772,Anamã,1300086,Amazonas
2015,199.09201811500762,Anamã,1300086,Amazonas
2016,199.09201811500762,Anamã,1300086,Amazonas
2017,200.0595648584216,Anamã,1300086,Amazonas
2018,200.30785891069502,Anamã,1300086,Amazonas
2019,200.63072366037923,Anamã,1300086,Amazonas
2020,201.28707508627645,Anamã,1300086,Amazonas
2021,203.00253294203006,Anamã,1300086,Amazonas
2022,203.28968831045378,Anamã,1300086,Amazonas
2007,76.55084677684744,Anori,1300102,Amazonas
2008,77.52414846649799,Anori,1300102,Amazonas
2009,78.07116363898875,Anori,1300102,Amazonas
2010,78.61868377463068,Anori,1300102,Amazonas
2011,79.19911449226369,Anori,1300102,Amazonas
2012,79.83668692392642,Anori,1300102,Amazonas
2013,80.59568122316418,Anori,1300102,Amazonas
2014,81.17528499125906,Anori,1300102,Amazonas
2015,81.71362393505898,Anori,1300102,Amazonas
2016,82.06158358084195,Anori,1300102,Amazonas
2017,82.30002802175615,Anori,1300102,Amazonas
2018,82.39958167341322,Anori,1300102,Amazonas
2019,82.39958167341322,Anori,1300102,Amazonas
2020,82.7178220747199,Anori,1300102,Amazonas
2021,83.16847365067618,Anori,1300102,Amazonas
2022,83.38639831187515,Anori,1300102,Amazonas
2007,1539.8338362150903,Apuí,1300144,Amazonas
2008,1609.9842829102424,Apuí,1300144,Amazonas
2009,1673.9729971587528,Apuí,1300144,Amazonas
2010,1720.237957170236,Apuí,1300144,Amazonas
2011,1768.7593562051077,Apuí,1300144,Amazonas
2012,1842.6435267137085,Apuí,1300144,Amazonas
2013,1928.753896804978,Apuí,1300144,Amazonas
2014,2008.7919101870007,Apuí,1300144,Amazonas
2015,2115.798297850356,Apuí,1300144,Amazonas
2016,2277.1460975191135,Apuí,1300144,Amazonas
2017,2446.688051564289,Apuí,1300144,Amazonas
2018,2604.877909264099,Apuí,1300144,Amazonas
2019,2892.572053126554,Apuí,1300144,Amazonas
2020,3152.197634185571,Apuí,1300144,Amazonas
2021,3482.0816817349655,Apuí,1300144,Amazonas
2022,4213.800543164614,Apuí,1300144,Amazonas
2007,219.50063042827708,Atalaia do Norte,1300201,Amazonas
2008,220.65359645771116,Atalaia do Norte,1300201,Amazonas
2009,222.10048061981888,Atalaia do Norte,1300201,Amazonas
2010,224.48873589994054,Atalaia do Norte,1300201,Amazonas
2011,226.0638394614842,Atalaia do Norte,1300201,Amazonas
2012,227.60124418036077,Atalaia do Norte,1300201,Amazonas
2013,228.48706052038247,Atalaia do Norte,1300201,Amazonas
2014,228.87270213460093,Atalaia do Norte,1300201,Amazonas
2015,228.95976641992678,Atalaia do Norte,1300201,Amazonas
2016,229.9871905756037,Atalaia do Norte,1300201,Amazonas
2017,231.22581186931143,Atalaia do Norte,1300201,Amazonas
2018,231.89905100808474,Atalaia do Norte,1300201,Amazonas
2019,234.36567924812238,Atalaia do Norte,1300201,Amazonas
2020,235.36180027614643,Atalaia do Norte,1300201,Amazonas
2021,237.10072228850962,Atalaia do Norte,1300201,Amazonas
2022,239.15742040596112,Atalaia do Norte,1300201,Amazonas
2007,1159.1624293002624,Autazes,1300300,Amazonas
2008,1199.7105726096079,Autazes,1300300,Amazonas
2009,1209.6939876526078,Autazes,1300300,Amazonas
2010,1215.5060671352248,Autazes,1300300,Amazonas
2011,1239.3764799158757,Autazes,1300300,Amazonas
2012,1253.779862429866,Autazes,1300300,Amazonas
2013,1263.0454605115954,Autazes,1300300,Amazonas
2014,1277.8197672136682,Autazes,1300300,Amazonas
2015,1301.015512711861,Autazes,1300300,Amazonas
2016,1307.2837890095368,Autazes,1300300,Amazonas
2017,1326.3244260592237,Autazes,1300300,Amazonas
2018,1339.7419674217247,Autazes,1300300,Amazonas
2019,1374.5256264579564,Autazes,1300300,Amazonas
2020,1397.3426789966725,Autazes,1300300,Amazonas
2021,1444.6483504967405,Autazes,1300300,Amazonas
2022,1489.3215535647612,Autazes,1300300,Amazonas
2007,192.215446187308,Barcelos,1300409,Amazonas
2008,193.69699233165346,Barcelos,1300409,Amazonas
2009,194.2365080419127,Barcelos,1300409,Amazonas
2010,197.62794027701722,Barcelos,1300409,Amazonas
2011,199.16357534922696,Barcelos,1300409,Amazonas
2012,200.42934047532245,Barcelos,1300409,Amazonas
2013,201.41335384293492,Barcelos,1300409,Amazonas
2014,203.23613699737848,Barcelos,1300409,Amazonas
2015,203.4878357891286,Barcelos,1300409,Amazonas
2016,204.48358442766923,Barcelos,1300409,Amazonas
2017,205.59012178315868,Barcelos,1300409,Amazonas
2018,206.79386125759268,Barcelos,1300409,Amazonas
2019,217.8464472333833,Barcelos,1300409,Amazonas
2020,219.10741268993485,Barcelos,1300409,Amazonas
2021,220.5008122733525,Barcelos,1300409,Amazonas
2022,221.2073973637615,Barcelos,1300409,Amazonas
2007,756.5738804640158,Barreirinha,1300508,Amazonas
2008,764.4608284931064,Barreirinha,1300508,Amazonas
2009,767.1351691267337,Barreirinha,1300508,Amazonas
2010,780.7190716022823,Barreirinha,1300508,Amazonas
2011,785.6715456920091,Barreirinha,1300508,Amazonas
2012,788.4386035129648,Barreirinha,1300508,Amazonas
2013,791.5339415742237,Barreirinha,1300508,Amazonas
2014,797.9020102924875,Barreirinha,1300508,Amazonas
2015,803.6830880151106,Barreirinha,1300508,Amazonas
2016,805.4126934514469,Barreirinha,1300508,Amazonas
2017,808.7236796385512,Barreirinha,1300508,Amazonas
2018,810.3480029500657,Barreirinha,1300508,Amazonas
2019,814.1163885857334,Barreirinha,1300508,Amazonas
2020,815.5661909398053,Barreirinha,1300508,Amazonas
2021,818.7997206902744,Barreirinha,1300508,Amazonas
2022,823.7134955489638,Barreirinha,1300508,Amazonas
2007,160.35899291918045,Benjamin Constant,1300607,Amazonas
2008,160.92209114020852,Benjamin Constant,1300607,Amazonas
2009,161.5378811881511,Benjamin Constant,1300607,Amazonas
2010,162.0018910228008,Benjamin Constant,1300607,Amazonas
2011,162.89501340152106,Benjamin Constant,1300607,Amazonas
2012,163.1426750706033,Benjamin Constant,1300607,Amazonas
2013,164.56021433998225,Benjamin Constant,1300607,Amazonas
2014,164.86130722612992,Benjamin Constant,1300607,Amazonas
2015,165.77813661275755,Benjamin Constant,1300607,Amazonas
2016,166.00500831974708,Benjamin Constant,1300607,Amazonas
2017,166.44784078288555,Benjamin Constant,1300607,Amazonas
2018,166.61828013503677,Benjamin Constant,1300607,Amazonas
2019,167.0422190401232,Benjamin Constant,1300607,Amazonas
2020,167.14089878623852,Benjamin Constant,1300607,Amazonas
2021,168.8712837536827,Benjamin Constant,1300607,Amazonas
2022,169.70894443093076,Benjamin Constant,1300607,Amazonas
2007,212.83176078358412,Beruri,1300631,Amazonas
2008,215.25284184851643,Beruri,1300631,Amazonas
2009,217.24413257866968,Beruri,1300631,Amazonas
2010,221.46115237659313,Beruri,1300631,Amazonas
2011,223.54820737992142,Beruri,1300631,Amazonas
2012,224.4807705443043,Beruri,1300631,Amazonas
2013,226.88487581993667,Beruri,1300631,Amazonas
2014,229.38080867591603,Beruri,1300631,Amazonas
2015,231.80225281058213,Beruri,1300631,Amazonas
2016,233.95025399849268,Beruri,1300631,Amazonas
2017,235.52755369007969,Beruri,1300631,Amazonas
2018,237.55621426068578,Beruri,1300631,Amazonas
2019,239.9155868844265,Beruri,1300631,Amazonas
2020,243.2026157166201,Beruri,1300631,Amazonas
2021,249.88478523298195,Beruri,1300631,Amazonas
2022,257.2271643865958,Beruri,1300631,Amazonas
2007,200.82581894079533,Boa Vista do Ramos,1300680,Amazonas
2008,201.17300214179002,Boa Vista do Ramos,1300680,Amazonas
2009,201.31331605834887,Boa Vista do Ramos,1300680,Amazonas
2010,204.0699330321704,Boa Vista do Ramos,1300680,Amazonas
2011,205.46437867403296,Boa Vista do Ramos,1300680,Amazonas
2012,205.76057797473624,Boa Vista do Ramos,1300680,Amazonas
2013,206.45159478221686,Boa Vista do Ramos,1300680,Amazonas
2014,208.2355083658882,Boa Vista do Ramos,1300680,Amazonas
2015,208.77681877568244,Boa Vista do Ramos,1300680,Amazonas
2016,209.22866513546464,Boa Vista do Ramos,1300680,Amazonas
2017,210.1327599842448,Boa Vista do Ramos,1300680,Amazonas
2018,210.6118697018089,Boa Vista do Ramos,1300680,Amazonas
2019,211.74341935252403,Boa Vista do Ramos,1300680,Amazonas
2020,212.34744420007954,Boa Vista do Ramos,1300680,Amazonas
2021,212.94381314932542,Boa Vista do Ramos,1300680,Amazonas
2022,215.86834176940297,Boa Vista do Ramos,1300680,Amazonas
2007,1910.5770305873496,Boca do Acre,1300706,Amazonas
2008,1948.8106411468398,Boca do Acre,1300706,Amazonas
2009,1972.980756653299,Boca do Acre,1300706,Amazonas
2010,2024.401951760878,Boca do Acre,1300706,Amazonas
2011,2082.9978189674475,Boca do Acre,1300706,Amazonas
2012,2136.505005799628,Boca do Acre,1300706,Amazonas
2013,2170.101578230491,Boca do Acre,1300706,Amazonas
2014,2242.6671262908694,Boca do Acre,1300706,Amazonas
2015,2288.8422266228604,Boca do Acre,1300706,Amazonas
2016,2377.259602673118,Boca do Acre,1300706,Amazonas
2017,2471.465039888593,Boca do Acre,1300706,Amazonas
2018,2578.718786040898,Boca do Acre,1300706,Amazonas
2019,2722.7961330598214,Boca do Acre,1300706,Amazonas
2020,2864.8600577395027,Boca do Acre,1300706,Amazonas
2021,3065.01840246976,Boca do Acre,1300706,Amazonas
2022,3245.2974482989603,Boca do Acre,1300706,Amazonas
2007,496.5100066355802,Borba,1300805,Amazonas
2008,505.0599083090288,Borba,1300805,Amazonas
2009,507.62110543183474,Borba,1300805,Amazonas
2010,516.7455430088123,Borba,1300805,Amazonas
2011,528.4482318957322,Borba,1300805,Amazonas
2012,530.4049294993146,Borba,1300805,Amazonas
2013,532.8136987535553,Borba,1300805,Amazonas
2014,535.2250258785849,Borba,1300805,Amazonas
2015,539.2824868940993,Borba,1300805,Amazonas
2016,540.8401101268258,Borba,1300805,Amazonas
2017,544.2112273236954,Borba,1300805,Amazonas
2018,548.1732317334624,Borba,1300805,Amazonas
2019,558.8619521381495,Borba,1300805,Amazonas
2020,571.135561620427,Borba,1300805,Amazonas
2021,586.0639414004444,Borba,1300805,Amazonas
2022,624.2677198203544,Borba,1300805,Amazonas
2007,235.95652362047477,Caapiranga,1300839,Amazonas
2008,236.11837292556712,Caapiranga,1300839,Amazonas
2009,238.3014728043839,Caapiranga,1300839,Amazonas
2010,243.8754935497013,Caapiranga,1300839,Amazonas
2011,244.80270534910593,Caapiranga,1300839,Amazonas
2012,245.24925815372785,Caapiranga,1300839,Amazonas
2013,245.6912593349621,Caapiranga,1300839,Amazonas
2014,246.95236389567614,Caapiranga,1300839,Amazonas
2015,250.60927227886742,Caapiranga,1300839,Amazonas
2016,251.31014770163492,Caapiranga,1300839,Amazonas
2017,252.4575485001945,Caapiranga,1300839,Amazonas
2018,253.3972422650251,Caapiranga,1300839,Amazonas
2019,254.35445600916643,Caapiranga,1300839,Amazonas
2020,256.8784250684581,Caapiranga,1300839,Amazonas
2021,258.88786527174807,Caapiranga,1300839,Amazonas
2022,259.708838210008,Caapiranga,1300839,Amazonas
2007,858.72427825625,Canutama,1300904,Amazonas
2008,896.6439202082292,Canutama,1300904,Amazonas
2009,910.5725110106347,Canutama,1300904,Amazonas
2010,922.5908626912159,Canutama,1300904,Amazonas
2011,948.2409494309495,Canutama,1300904,Amazonas
2012,1000.8959299508792,Canutama,1300904,Amazonas
2013,1030.357854135483,Canutama,1300904,Amazonas
2014,1046.6127010982514,Canutama,1300904,Amazonas
2015,1060.7991566045134,Canutama,1300904,Amazonas
2016,1087.180350860869,Canutama,1300904,Amazonas
2017,1115.299933435709,Canutama,1300904,Amazonas
2018,1158.9231506223246,Canutama,1300904,Amazonas
2019,1218.796171243215,Canutama,1300904,Amazonas
2020,1281.2148070750768,Canutama,1300904,Amazonas
2021,1408.1889164169163,Canutama,1300904,Amazonas
2022,1564.9304331628125,Canutama,1300904,Amazonas
2007,280.1833332571174,Carauari,1301001,Amazonas
2008,282.46598009448434,Carauari,1301001,Amazonas
2009,283.09401600789926,Carauari,1301001,Amazonas
2010,284.4164439584068,Carauari,1301001,Amazonas
2011,284.87390566824894,Carauari,1301001,Amazonas
2012,285.4056592203767,Carauari,1301001,Amazonas
2013,286.32842688029774,Carauari,1301001,Amazonas
2014,287.43565496754775,Carauari,1301001,Amazonas
2015,287.78623717788014,Carauari,1301001,Amazonas
2016,288.9426582185297,Carauari,1301001,Amazonas
2017,289.3915282266622,Carauari,1301001,Amazonas
2018,290.88787946487946,Carauari,1301001,Amazonas
2019,291.46228859922445,Carauari,1301001,Amazonas
2020,292.9063109164331,Carauari,1301001,Amazonas
2021,293.967245077792,Carauari,1301001,Amazonas
2022,295.83423320668396,Carauari,1301001,Amazonas
2007,1092.3825654195034,Careiro,1301100,Amazonas
2008,1098.6346397696116,Careiro,1301100,Amazonas
2009,1104.1408417765053,Careiro,1301100,Amazonas
2010,1114.6720272514128,Careiro,1301100,Amazonas
2011,1119.4730553113736,Careiro,1301100,Amazonas
2012,1120.75989497213,Careiro,1301100,Amazonas
2013,1124.725030757735,Careiro,1301100,Amazonas
2014,1125.2522156102987,Careiro,1301100,Amazonas
2015,1130.374984916809,Careiro,1301100,Amazonas
2016,1131.851358390696,Careiro,1301100,Amazonas
2017,1133.4434743572758,Careiro,1301100,Amazonas
2018,1134.3177417549539,Careiro,1301100,Amazonas
2019,1136.7839249259835,Careiro,1301100,Amazonas
2020,1141.1745652482462,Careiro,1301100,Amazonas
2021,1148.0785934658388,Careiro,1301100,Amazonas
2022,1154.3493537151196,Careiro,1301100,Amazonas
